Compactness,Circularity,Distance.circularity,Radius.ratio,Pr.axis.aspect.ratio,Max.length.aspect.ratio,Scatter.ratio,Elongatedness,Pr.axis.rectangularity,Max.length.rectangularity,Scaled.variance.major.axis,Scaled.variance.minor.axis,Scaled.radius.of.gyration,Skewness.major.axis,Skewness.minor.axis,Kurtosis.major.axis,Kurtosis.minor.axis,Hollows.ratio,vehicle_y
0.389940828402367,0.00710059171597633,0.149704142011834,0.192307692307692,0.144378698224852,0.16508875739645,0.0449704142011834,0.950887573964497,0.0248520710059172,0.000591715976331361,0.0715976331360947,0.0437869822485207,0.0159763313609467,0.128994082840237,0.453254437869823,0.90887573964497,0.85207100591716,0.797633136094675,1
0.27396449704142,0.610059171597633,0.363905325443787,0.536686390532544,0.863313609467456,0.16508875739645,0.409467455621302,0.518934911242604,0.344378698224852,0.565680473372781,0.52189349112426,0.433727810650888,0.715384615384615,0.459763313609467,0.453254437869823,0.496449704142012,0.536686390532544,0.408284023668639,2
0.329585798816568,0.354437869822485,0.609467455621302,0.276331360946746,0.311242603550296,0.753254437869822,0.409467455621302,0.597041420118343,0.344378698224852,0.423668639053254,0.403550295857988,0.417159763313609,0.362130177514793,0.544378698224852,0.674556213017751,0.574556213017752,0.392307692307692,0.524260355029586,3
0.564497041420118,0.734319526627219,0.490532544378698,0.830177514792899,0.944378698224852,0.0568047337278106,0.63491124260355,0.348520710059172,0.650887573964497,0.660355029585799,0.623668639053254,0.644378698224852,0.812426035502959,0.459763313609467,0.53491124260355,0.101775147928994,0.881065088757396,0.647337278106509,2
0.63491124260355,0.939644970414201,0.855029585798817,0.808284023668639,0.742603550295858,0.631360946745562,0.780473372781065,0.201775147928994,0.766272189349112,0.857988165680473,0.883431952662722,0.780473372781065,0.982840236686391,0.674556213017751,0.53491124260355,0.101775147928994,0.325443786982249,0.363313609467456,0
0.329585798816568,0.0556213017751479,0.0112426035502959,0.00236686390532544,0.0372781065088757,0.16508875739645,0.0177514792899408,0.982840236686391,0.0248520710059172,0.0994082840236686,0.0171597633136095,0.0177514792899408,0.0526627218934911,0.84792899408284,0.223668639053254,0.614792899408284,0.117751479289941,0.13905325443787,3
0.733727810650888,0.305325443786982,0.443786982248521,0.769822485207101,0.898816568047337,0.16508875739645,0.654437869822485,0.326627218934911,0.650887573964497,0.288757396449704,0.663313609467456,0.665680473372781,0.265680473372781,0.544378698224852,0.369822485207101,0.451479289940828,0.907100591715976,0.647337278106509,2
0.859171597633136,0.897041420118343,0.785207100591716,0.662130177514793,0.491715976331361,0.753254437869822,0.876923076923077,0.132544378698225,0.850295857988166,0.951479289940828,0.853254437869822,0.874556213017751,0.914792899408284,0.674556213017751,0.453254437869823,0.496449704142012,0.27396449704142,0.408284023668639,1
0.788165680473373,0.968047337278107,0.785207100591716,0.92189349112426,0.898816568047337,0.753254437869822,0.807692307692308,0.201775147928994,0.850295857988166,0.9,0.883431952662722,0.814201183431953,0.936094674556213,0.674556213017751,0.53491124260355,0.231360946745562,0.325443786982249,0.32603550295858,0
0.0988165680473373,0.659763313609467,0.387573964497041,0.357988165680473,0.679289940828402,0.16508875739645,0.449112426035503,0.518934911242604,0.344378698224852,0.467455621301775,0.450295857988166,0.459171597633136,0.618343195266272,0.728402366863905,0.0449704142011834,0.142603550295858,0.27396449704142,0.29585798816568,2
0.0988165680473373,0.104733727810651,0.0224852071005917,0.0633136094674556,0.374556213017751,0.0568047337278106,0.0449704142011834,0.962721893491124,0.0248520710059172,0.0313609467455621,0.0366863905325444,0.0384615384615385,0.105325443786982,0.891715976331361,0.610650887573964,0.057396449704142,0.0319526627218935,0.0550295857988166,3
0.564497041420118,0.418343195266272,0.10414201183432,0.555621301775148,0.898816568047337,0.342603550295858,0.343195266272189,0.518934911242604,0.344378698224852,0.351479289940828,0.29112426035503,0.41301775147929,0.556213017751479,0.281065088757396,0.729585798816568,0.057396449704142,0.930177514792899,0.926627218934911,2
0.237278106508876,0.210059171597633,0.254437869822485,0.310059171597633,0.491715976331361,0.342603550295858,0.210059171597633,0.76094674556213,0.126627218934911,0.237278106508876,0.195266272189349,0.209467455621302,0.175739644970414,0.331360946745562,0.138461538461538,0.101775147928994,0.698224852071006,0.647337278106509,2
0.733727810650888,0.855621301775148,0.911834319526627,0.935502958579882,0.78698224852071,0.883431952662722,0.780473372781065,0.201775147928994,0.766272189349112,0.845562130177515,0.798816568047337,0.77810650887574,0.942603550295858,0.281065088757396,0.0449704142011834,0.274556213017751,0.646153846153846,0.749704142011834,1
0.137278106508876,0.547337278106509,0.506508875739645,0.367455621301775,0.679289940828402,0.631360946745562,0.258579881656805,0.68284023668639,0.344378698224852,0.565680473372781,0.29112426035503,0.286390532544379,0.510650887573964,0.459763313609467,0.138461538461538,0.185798816568047,0.464497041420118,0.647337278106509,3
0.0769230769230769,0.0556213017751479,0.0307692307692308,0.0449704142011834,0.259763313609467,0.16508875739645,0.0686390532544379,0.93905325443787,0.126627218934911,0.0313609467455621,0.0461538461538462,0.0585798816568047,0.156213017751479,0.891715976331361,0.53491124260355,0.142603550295858,0.0319526627218935,0.0550295857988166,1
0.928994082840237,0.897041420118343,0.756213017751479,0.830177514792899,0.742603550295858,0.883431952662722,0.899408284023669,0.132544378698225,0.937869822485207,0.871005917159763,0.912426035502959,0.889349112426036,0.875147928994083,0.544378698224852,0.138461538461538,0.930177514792899,0.392307692307692,0.647337278106509,1
0.811834319526627,0.547337278106509,0.609467455621302,0.725443786982249,0.679289940828402,0.16508875739645,0.720118343195266,0.244378698224852,0.707100591715976,0.504733727810651,0.753846153846154,0.728402366863905,0.382248520710059,0.765680473372781,0.53491124260355,0.322485207100592,0.817751479289941,0.32603550295858,2
0.0218934911242604,0.157396449704142,0.0875739644970414,0.132544378698225,0.144378698224852,0.342603550295858,0.242603550295858,0.76094674556213,0.344378698224852,0.114792899408284,0.263313609467456,0.233136094674556,0.328994082840237,0.910650887573965,0.729585798816568,0.781656804733728,0.0733727810650888,0.13905325443787,1
0.329585798816568,0.418343195266272,0.609467455621302,0.424260355029586,0.679289940828402,0.883431952662722,0.466863905325444,0.518934911242604,0.344378698224852,0.622485207100592,0.403550295857988,0.469822485207101,0.510650887573964,0.544378698224852,0.453254437869823,0.410059171597633,0.27396449704142,0.463905325443787,3
0.27396449704142,0.354437869822485,0.443786982248521,0.342603550295858,0.311242603550296,0.50887573964497,0.183431952662722,0.80414201183432,0.126627218934911,0.351479289940828,0.209467455621302,0.184615384615385,0.328994082840237,0.0881656804733728,0.77810650887574,0.496449704142012,0.907100591715976,0.898816568047337,1
0.517159763313609,0.0218934911242604,0.149704142011834,0.367455621301775,0.374556213017751,0.16508875739645,0.199408284023669,0.76094674556213,0.126627218934911,0.0810650887573964,0.169822485207101,0.202366863905325,0.0230769230769231,0.0881656804733728,0.453254437869823,0.574556213017752,0.881065088757396,0.797633136094675,0
0.788165680473373,0.699408284023669,0.949112426035503,0.951479289940828,0.863313609467456,0.753254437869822,0.807692307692308,0.201775147928994,0.850295857988166,0.660355029585799,0.939644970414201,0.80414201183432,0.801183431952663,0.388757396449704,0.453254437869823,0.993491124260355,0.597041420118343,0.797633136094675,0
0.237278106508876,0.157396449704142,0.609467455621302,0.585798816568047,0.491715976331361,0.50887573964497,0.588757396449704,0.41301775147929,0.554437869822485,0.0994082840236686,0.57396449704142,0.582840236686391,0.0887573964497041,0.0514792899408284,0.138461538461538,0.897041420118343,0.907100591715976,0.898816568047337,0
0.759171597633136,0.610059171597633,0.681065088757396,0.546745562130178,0.82603550295858,0.631360946745562,0.50414201183432,0.518934911242604,0.554437869822485,0.608284023668639,0.328402366863905,0.49585798816568,0.618343195266272,0.22603550295858,0.968047337278107,0.322485207100592,0.698224852071006,0.7,3
0.0556213017751479,0.483431952662722,0.315976331360947,0.0408284023668639,0.0372781065088757,0.342603550295858,0.409467455621302,0.597041420118343,0.344378698224852,0.536094674556213,0.428402366863905,0.391715976331361,0.556213017751479,0.891715976331361,0.223668639053254,0.101775147928994,0.0733727810650888,0.13905325443787,2
0.389940828402367,0.699408284023669,0.631360946745562,0.997633136094675,0.997041420118343,0.99585798816568,0.430769230769231,0.597041420118343,0.344378698224852,0.689349112426035,0.985207100591716,0.420710059171598,0.766863905325444,0.996449704142012,0.0449704142011834,0.650887573964497,0.27396449704142,0.363313609467456,3
0.906508875739645,0.855621301775148,0.756213017751479,0.576331360946746,0.1,0.753254437869822,0.876923076923077,0.132544378698225,0.850295857988166,0.924260355029586,0.953254437869822,0.879881656804734,0.897041420118343,0.674556213017751,0.138461538461538,0.410059171597633,0.392307692307692,0.524260355029586,1
0.0366863905325444,0.547337278106509,0.194082840236686,0.513609467455621,0.969230769230769,0.16508875739645,0.381065088757396,0.597041420118343,0.344378698224852,0.504733727810651,0.403550295857988,0.372189349112426,0.656213017751479,0.728402366863905,0.610650887573964,0.0171597633136095,0.192899408284024,0.223076923076923,2
0.601183431952663,0.699408284023669,0.884023668639053,0.917751479289941,0.82603550295858,0.631360946745562,0.785207100591716,0.201775147928994,0.766272189349112,0.622485207100592,0.883431952662722,0.784615384615385,0.786390532544379,0.674556213017751,0.453254437869823,0.410059171597633,0.325443786982249,0.32603550295858,0
0.27396449704142,0.104733727810651,0.0112426035502959,0.00118343195266272,0.0372781065088757,0.0568047337278106,0.0242603550295858,0.982840236686391,0.0248520710059172,0.0810650887573964,0.00769230769230769,0.0195266272189349,0.0526627218934911,0.962721893491124,0.674556213017751,0.68284023668639,0.0319526627218935,0.0550295857988166,3
0.564497041420118,0.734319526627219,0.640828402366864,0.204733727810651,0.1,0.883431952662722,0.52189349112426,0.518934911242604,0.554437869822485,0.795266272189349,0.494674556213018,0.509467455621302,0.656213017751479,0.728402366863905,0.453254437869823,0.231360946745562,0.192899408284024,0.363313609467456,3
0.517159763313609,0.104733727810651,0.415384615384615,0.631360946745562,0.611834319526627,0.50887573964497,0.588757396449704,0.41301775147929,0.554437869822485,0.197041420118343,0.608284023668639,0.585798816568047,0.156213017751479,0.22603550295858,0.369822485207101,0.322485207100592,0.698224852071006,0.524260355029586,1
1,0.897041420118343,0.934319526627219,0.941420118343195,0.742603550295858,0.96508875739645,0.844378698224852,0.132544378698225,0.850295857988166,0.871005917159763,0.826627218934911,0.850295857988166,0.957988165680473,0.171005917159763,0.988165680473373,0.057396449704142,0.698224852071006,0.797633136094675,1
0.517159763313609,0.610059171597633,0.543195266272189,0.284615384615385,0.311242603550296,0.883431952662722,0.533727810650888,0.518934911242604,0.554437869822485,0.757988165680473,0.52189349112426,0.528994082840237,0.69585798816568,0.792307692307692,0.223668639053254,0.185798816568047,0.192899408284024,0.363313609467456,3
0.437869822485207,0.418343195266272,0.254437869822485,0.169230769230769,0.144378698224852,0.50887573964497,0.0816568047337278,0.898816568047337,0.126627218934911,0.504733727810651,0.141420118343195,0.0940828402366864,0.304733727810651,0.388757396449704,0.138461538461538,0.367455621301775,0.597041420118343,0.363313609467456,3
0.137278106508876,0.354437869822485,0.149704142011834,0.0710059171597633,0.1,0.16508875739645,0.277514792899408,0.76094674556213,0.344378698224852,0.327810650887574,0.378698224852071,0.242011834319527,0.510650887573964,0.985798816568047,0.53491124260355,0.614792899408284,0.0733727810650888,0.0165680473372781,2
0.329585798816568,0.659763313609467,0.525443786982248,0.300591715976331,0.679289940828402,0.883431952662722,0.484023668639053,0.597041420118343,0.554437869822485,0.816568047337278,0.328402366863905,0.451479289940828,0.686390532544379,0.765680473372781,0.53491124260355,0.574556213017752,0.23491124260355,0.32603550295858,3
0.437869822485207,0.547337278106509,0.490532544378698,0.576331360946746,0.374556213017751,0.631360946745562,0.581656804733728,0.41301775147929,0.554437869822485,0.565680473372781,0.557988165680473,0.584615384615385,0.582840236686391,0.0266272189349112,0.0449704142011834,0.451479289940828,0.930177514792899,0.963313609467456,1
0.00650887573964497,0.157396449704142,0.0875739644970414,0.0242603550295858,0.0224852071005917,0.16508875739645,0.199408284023669,0.80414201183432,0.344378698224852,0.114792899408284,0.169822485207101,0.198224852071006,0.224260355029586,0.792307692307692,0.223668639053254,0.185798816568047,0.117751479289941,0.13905325443787,1
0.475739644970414,0.157396449704142,0.289940828402367,0.562721893491124,0.78698224852071,0.342603550295858,0.449112426035503,0.518934911242604,0.344378698224852,0.174556213017751,0.53491124260355,0.465680473372781,0.0887573964497041,0.388757396449704,0.369822485207101,0.882840236686391,0.536686390532544,0.408284023668639,1
0.705917159763314,0.939644970414201,0.815384615384615,0.971597633136095,0.924852071005917,0.631360946745562,0.819526627218935,0.132544378698225,0.850295857988166,0.886390532544379,0.955029585798817,0.823668639053254,0.980473372781065,0.544378698224852,0.138461538461538,0.274556213017751,0.464497041420118,0.524260355029586,0
0.788165680473373,0.354437869822485,0.0745562130177515,0.569230769230769,0.82603550295858,0.16508875739645,0.305325443786982,0.518934911242604,0.344378698224852,0.288757396449704,0.29112426035503,0.398816568047337,0.400591715976331,0.128994082840237,0.610650887573964,0.496449704142012,0.984023668639053,0.979289940828402,2
0.788165680473373,0.968047337278107,0.884023668639053,0.651479289940828,0.0615384615384615,0.16508875739645,0.994082840236686,0.00532544378698225,0.994082840236686,0.886390532544379,0.987573964497041,0.991715976331361,0.953254437869822,0.910650887573965,0.453254437869823,0.90887573964497,0.0733727810650888,0.101183431952663,2
0.564497041420118,0.0556213017751479,0.149704142011834,0.342603550295858,0.491715976331361,0.50887573964497,0.111834319526627,0.873372781065089,0.126627218934911,0.220710059171598,0.102958579881657,0.12603550295858,0.0195266272189349,0.0266272189349112,0.729585798816568,0.142603550295858,0.969230769230769,0.963313609467456,3
0.670414201183432,0.483431952662722,0.730177514792899,0.749112426035503,0.611834319526627,0.631360946745562,0.68698224852071,0.326627218934911,0.707100591715976,0.423668639053254,0.663313609467456,0.681656804733728,0.400591715976331,0.171005917159763,0.369822485207101,0.367455621301775,0.646153846153846,0.647337278106509,1
0.329585798816568,0.659763313609467,0.584023668639053,0.169230769230769,0.144378698224852,0.883431952662722,0.50414201183432,0.597041420118343,0.554437869822485,0.757988165680473,0.29112426035503,0.459171597633136,0.537278106508876,0.674556213017751,0.453254437869823,0.410059171597633,0.154437869822485,0.29585798816568,3
0.928994082840237,0.855621301775148,0.855029585798817,0.946153846153846,0.78698224852071,0.883431952662722,0.815384615384615,0.201775147928994,0.850295857988166,0.816568047337278,0.811834319526627,0.815976331360947,0.835502958579882,0.171005917159763,0.0449704142011834,0.057396449704142,0.646153846153846,0.749704142011834,0
0.137278106508876,0.210059171597633,0.194082840236686,0.0449704142011834,0.0372781065088757,0.0568047337278106,0.0686390532544379,0.93905325443787,0.126627218934911,0.220710059171598,0.0715976331360947,0.0633136094674556,0.182840236686391,0.728402366863905,0.674556213017751,0.367455621301775,0.154437869822485,0.184615384615385,3
0.832544378698225,0.760355029585799,0.756213017751479,0.90414201183432,0.611834319526627,0.631360946745562,0.726627218934911,0.273372781065089,0.707100591715976,0.774556213017751,0.725443786982249,0.726627218934911,0.633136094674556,0.0881656804733728,0.453254437869823,0.231360946745562,0.907100591715976,0.868639053254438,0
0.0029585798816568,0.157396449704142,0.0875739644970414,0.182248520710059,0.374556213017751,0.0568047337278106,0.0816568047337278,0.921301775147929,0.126627218934911,0.114792899408284,0.0538461538461538,0.0781065088757396,0.156213017751479,0.830769230769231,0.888165680473373,0.811834319526627,0.192899408284024,0.184615384615385,0
0.63491124260355,0.259763313609467,0.254437869822485,0.0532544378698225,0.0130177514792899,0.50887573964497,0.155029585798817,0.873372781065089,0.126627218934911,0.327810650887574,0.169822485207101,0.137278106508876,0.156213017751479,0.84792899408284,0.77810650887574,0.574556213017752,0.192899408284024,0.0550295857988166,3
0.0769230769230769,0.354437869822485,0.149704142011834,0.386390532544379,0.82603550295858,0.342603550295858,0.343195266272189,0.68284023668639,0.344378698224852,0.423668639053254,0.428402366863905,0.35207100591716,0.341420118343195,0.814201183431953,0.369822485207101,0.101775147928994,0.154437869822485,0.204733727810651,2
0.517159763313609,0.547337278106509,0.631360946745562,0.808284023668639,0.898816568047337,0.342603550295858,0.681656804733728,0.300591715976331,0.707100591715976,0.467455621301775,0.671597633136095,0.693491124260355,0.608284023668639,0.544378698224852,0.0449704142011834,0.185798816568047,0.782840236686391,0.524260355029586,2
0.329585798816568,0.305325443786982,0.387573964497041,0.268047337278107,0.2,0.342603550295858,0.242603550295858,0.76094674556213,0.344378698224852,0.25207100591716,0.328402366863905,0.242011834319527,0.304733727810651,0.765680473372781,0.97810650887574,0.231360946745562,0.23491124260355,0.204733727810651,0
0.0366863905325444,0.418343195266272,0.194082840236686,0.0970414201183432,0.259763313609467,0.50887573964497,0.305325443786982,0.76094674556213,0.344378698224852,0.504733727810651,0.29112426035503,0.279881656804734,0.47396449704142,0.910650887573965,0.53491124260355,0.73491124260355,0.0319526627218935,0.101183431952663,2
0.705917159763314,0.939644970414201,0.815384615384615,0.935502958579882,0.898816568047337,0.883431952662722,0.963905325443787,0.0597633136094675,0.937869822485207,0.989349112426036,0.927218934911243,0.96508875739645,0.875147928994083,0.674556213017751,0.53491124260355,0.614792899408284,0.392307692307692,0.408284023668639,0
0.192307692307692,0.483431952662722,0.471597633136095,0.471005917159763,0.863313609467456,0.631360946745562,0.199408284023669,0.76094674556213,0.126627218934911,0.536094674556213,0.263313609467456,0.204733727810651,0.452662721893491,0.388757396449704,0.138461538461538,0.496449704142012,0.597041420118343,0.749704142011834,3
0.705917159763314,0.734319526627219,0.584023668639053,0.935502958579882,0.978698224852071,0.342603550295858,0.71301775147929,0.273372781065089,0.707100591715976,0.660355029585799,0.697041420118343,0.720710059171598,0.820710059171598,0.674556213017751,0.369822485207101,0.322485207100592,0.817751479289941,0.408284023668639,2
0.63491124260355,0.939644970414201,0.756213017751479,0.435502958579882,0.1,0.753254437869822,0.867455621301775,0.132544378698225,0.850295857988166,0.971005917159763,0.869230769230769,0.868047337278106,0.921301775147929,0.765680473372781,0.294674556213018,0.274556213017751,0.27396449704142,0.32603550295858,0
0.670414201183432,1,0.966863905325444,0.967455621301775,0.924852071005917,0.883431952662722,0.959171597633136,0.0597633136094675,0.937869822485207,0.998816568047337,0.853254437869822,0.957396449704142,0.897041420118343,0.388757396449704,0.77810650887574,0.897041420118343,0.325443786982249,0.585798816568047,0
0.475739644970414,0.210059171597633,0.689940828402367,0.706508875739645,0.550887573964497,0.50887573964497,0.646153846153846,0.348520710059172,0.650887573964497,0.25207100591716,0.623668639053254,0.646153846153846,0.265680473372781,0.22603550295858,0.294674556213018,0.863905325443787,0.698224852071006,0.7,0
0,0.104733727810651,0.0224852071005917,0.00887573964497041,0.1,0.16508875739645,0.0538461538461538,0.962721893491124,0.126627218934911,0.0810650887573964,0.00769230769230769,0.0479289940828402,0.230177514792899,0.891715976331361,0.138461538461538,0.650887573964497,0.00118343195266272,0.101183431952663,0
0.329585798816568,0.354437869822485,0.671005917159763,0.300591715976331,0.491715976331361,0.883431952662722,0.381065088757396,0.597041420118343,0.344378698224852,0.467455621301775,0.328402366863905,0.381065088757396,0.382248520710059,0.544378698224852,0.818343195266272,0.863905325443787,0.392307692307692,0.647337278106509,3
0.788165680473373,0.855621301775148,0.855029585798817,0.830177514792899,0.611834319526627,0.631360946745562,0.733136094674556,0.273372781065089,0.707100591715976,0.795266272189349,0.707100591715976,0.730177514792899,0.826627218934911,0.281065088757396,0.453254437869823,0.231360946745562,0.646153846153846,0.585798816568047,0
0.437869822485207,0.210059171597633,0.563313609467456,0.526627218934911,0.439644970414201,0.50887573964497,0.629585798816568,0.369822485207101,0.650887573964497,0.197041420118343,0.632544378698225,0.627218934911243,0.275739644970414,0.544378698224852,0.0449704142011834,0.451479289940828,0.464497041420118,0.363313609467456,1
0.192307692307692,0.259763313609467,0.0745562130177515,0.238461538461538,0.550887573964497,0.342603550295858,0.343195266272189,0.68284023668639,0.344378698224852,0.174556213017751,0.209467455621302,0.32603550295858,0.492307692307692,0.891715976331361,0.223668639053254,0.142603550295858,0.0733727810650888,0.13905325443787,1
0.859171597633136,0.820710059171598,0.711834319526627,0.872189349112426,0.78698224852071,0.0568047337278106,0.807692307692308,0.132544378698225,0.850295857988166,0.774556213017751,0.883431952662722,0.832544378698225,0.897041420118343,0.765680473372781,0.818343195266272,0.185798816568047,0.746745562130178,0.266863905325444,2
0.329585798816568,0.483431952662722,0.194082840236686,0.014792899408284,0.0130177514792899,0.342603550295858,0.343195266272189,0.68284023668639,0.344378698224852,0.536094674556213,0.358579881656805,0.315976331360947,0.69585798816568,0.985798816568047,0.53491124260355,0.231360946745562,0.0319526627218935,0.0165680473372781,2
0.237278106508876,0.610059171597633,0.289940828402367,0.41301775147929,0.78698224852071,0.16508875739645,0.381065088757396,0.597041420118343,0.344378698224852,0.504733727810651,0.450295857988166,0.410059171597633,0.69585798816568,0.615976331360947,0.223668639053254,0.0171597633136095,0.325443786982249,0.241420118343195,2
0.733727810650888,0.78698224852071,0.698224852071006,0.830177514792899,0.742603550295858,0.0568047337278106,0.815384615384615,0.132544378698225,0.850295857988166,0.743195266272189,0.939644970414201,0.844970414201183,0.856804733727811,0.814201183431953,0.453254437869823,0.496449704142012,0.646153846153846,0.223076923076923,2
0.564497041420118,0.0556213017751479,0.194082840236686,0.118343195266272,0.1,0.342603550295858,0.0597633136094675,0.921301775147929,0.126627218934911,0.157396449704142,0.110650887573964,0.0650887573964497,0.0100591715976331,0.171005917159763,0.138461538461538,0.101775147928994,0.817751479289941,0.463905325443787,3
0.0118343195266272,0.259763313609467,0.506508875739645,0.169230769230769,0.144378698224852,0.342603550295858,0.258579881656805,0.80414201183432,0.344378698224852,0.220710059171598,0.378698224852071,0.221301775147929,0.201183431952663,0.765680473372781,0.674556213017751,0.956804733727811,0.117751479289941,0.32603550295858,0
0.329585798816568,0.259763313609467,0.415384615384615,0.681065088757396,0.990532544378698,0.342603550295858,0.343195266272189,0.597041420118343,0.344378698224852,0.237278106508876,0.428402366863905,0.405917159763314,0.238461538461538,0.544378698224852,0.294674556213018,0.367455621301775,0.746745562130178,0.524260355029586,2
0.977514792899408,0.996449704142012,0.934319526627219,0.609467455621302,0.0224852071005917,0.16508875739645,0.997633136094675,0.00532544378698225,0.994082840236686,0.924260355029586,0.989349112426036,0.998816568047337,0.991715976331361,0.910650887573965,0.729585798816568,0.574556213017752,0.117751479289941,0.0165680473372781,2
0.329585798816568,0.305325443786982,0.584023668639053,0.250887573964497,0.311242603550296,0.631360946745562,0.305325443786982,0.68284023668639,0.344378698224852,0.467455621301775,0.378698224852071,0.32603550295858,0.373372781065089,0.544378698224852,0.369822485207101,0.73491124260355,0.464497041420118,0.7,3
0.192307692307692,0.104733727810651,0.0615384615384615,0.0242603550295858,0.1,0.0568047337278106,0.0242603550295858,0.972189349112426,0.0248520710059172,0.157396449704142,0.0366863905325444,0.0248520710059172,0.0834319526627219,0.544378698224852,0.223668639053254,0.367455621301775,0.325443786982249,0.241420118343195,3
0.437869822485207,0.354437869822485,0.584023668639053,0.881656804733728,0.98698224852071,0.16508875739645,0.625443786982249,0.369822485207101,0.554437869822485,0.268639053254438,0.592899408284024,0.628402366863905,0.362130177514793,0.331360946745562,0.294674556213018,0.540236686390533,0.85207100591716,0.749704142011834,2
0.0218934911242604,0.104733727810651,0.0390532544378698,0.0307692307692308,0.144378698224852,0.16508875739645,0.0497041420118343,0.950887573964497,0.126627218934911,0.0313609467455621,0.0420118343195266,0.0502958579881657,0.0988165680473373,0.869822485207101,0.674556213017751,0.231360946745562,0.0112426035502959,0.101183431952663,0
0.859171597633136,0.939644970414201,0.949112426035503,0.951479289940828,0.863313609467456,0.883431952662722,0.899408284023669,0.132544378698225,0.850295857988166,0.951479289940828,0.939644970414201,0.897633136094675,0.950887573964497,0.459763313609467,0.294674556213018,0.451479289940828,0.464497041420118,0.647337278106509,1
0.564497041420118,0.157396449704142,0.584023668639053,0.402366863905325,0.144378698224852,0.631360946745562,0.615976331360947,0.39112426035503,0.554437869822485,0.114792899408284,0.623668639053254,0.617159763313609,0.297633136094675,0.331360946745562,0.729585798816568,0.650887573964497,0.597041420118343,0.408284023668639,0
